id,Lyric,Emotion
3997,예쁘게 드라마같이 너를 사랑해 줄게,1
5902,날 버리고 날 잃을수록 넌 반짝이는 아이러니,2
7622,뭐가 그렇게 걱정이 되나요,3
6016,혹 눈이라도 마주치면 숨이 멎어버려요,2
12720,많이 아프겠지만 이제 정말 헤어지려 해,5
9508,그러니 떠나가 아무 미련 없이 멀어질 수 있게,4
12248,이제 끝이라는 말만 남겨놓고,5
3890,"""Don't walk away""",1
12246,널 보낼게 (보낼게) 널 보낼게 (보낼게),5
4818,내 발걸음 사뿐해 내 마음은 가뿐해 숨 가쁘게 달려가면 가볍게 이렇게 비틀비틀대네,2
11309,하지만 우린 너무 달라서 사랑한 만큼 떠나보냈어,5
376,마지막이란 걸 알 수가 있었어,0
10086,괜히 바보처럼 이 자리에 서 있는 거야,4
6168,뛰어갈텐데 훨훨 날아갈텐데,2
11673,참 쓸쓸한 일인 것 같아,5
9206,우 하루 종일 혼자였던 시간들,4
9105,다시 돌아오면 안 될까,4
2425,나를 닮아가는 너여서,1
6227,두근거려 왜 이래,2
12525,저 거울 속에 비친 난 마치 your honey,5
4966,"""상상도 못한 Black out 유혹은 깊고 진해 (Too hot too hot)""",2
1536,"""When you dream of me""",0
2,많이 보고 싶었다고 말해줘,0
5339,좋아 온종일 너만 생각하면 콧노래가 흘러나와,2
2721,"""Do you wanna? Do-do you wanna feel primadonna like me tonight?""",1
2085,잊고 싶던 기억들이 되살아나,0
714,저 나무 위에 핀 작은 한 송이 누가 이곳에 다녀간 걸까,0
10504,네가 없는 날에는 길을 잃어,4
6179,You drive me crazy Enough to break the rule,2
10677,넌 밤처럼 깜깜 무소식 넌 밤처럼 깜깜 무소식 넌 밤처럼 깜깜 무소식 넌 밤처럼 깜깜 무소식,4
10158,오늘따라 신발은 왜 이리 큰 건지 끈을 조여 봐도 계속 헐렁거려 너와 나의 거리처럼 너무 멀게만 느껴져,4
1501,너의 이름 한 번쯤 부르는 게 지금처럼 아프지 않을 거야,0
7085,화요일도 성급해 보이지 안 그래,3
7807,and made fun of me,3
1198,가진 건 없지만 널 가진 게 전부였어,0
9180,여기서 우리는 이만 헤어져야 해,4
10060,더 멀리 달아나 널 바랄 수 없도록,4
5266,Racing to sixty,2
3689,Every knee will drop to the ground in awe of you,1
1673,난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
8736,다소문내요,3
6846,맘대로 부려 uh,3
1861,I wanna be in your life until the night is over,0
13233,Hoping that I can remove how I feel today,5
11510,또 겨울이 오네요,5
3540,Hello hello hello hello,1
1472,그리워하다가,0
3701,또 거짓말을 했지,1
7229,외면할 필요 없어 Do it do it over,3
6704,Back off back off,3
4341,매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게,1
12682,보이지 않던 맘 빈틈까지 서글픈 추억 스며 들어,5
8160,오해 하고 지치고 이해 하려 애쓰다,3
707,널 지켜보고 있어 Wait,0
10264,여기 날 홀로 두고 여보 왜 한마디 말이 없소,4
8091,"""I'm so mad mad""",3
12928,너의 무용담 들을 수 없게,5
8436,지루해 널 기다리는건 시계초침 소리만 들려와,3
2786,끝까지 느끼한 내 말투 넌 영원해 여전히 예뻐,1
881,Let it fly away fly away,0
10833,얼고 있어 계속 지금도 얼고 있어,4
7758,비명과 함께 깼네 함께 깼네,3
6211,Prada,2
729,마지막이란 걸 알 수가 있었어,0
2311,니 옆에서 니 손을 꼭 잡고,1
9720,우리 밤들이 유리병 속에 힘을 잃어가는 반딧불이 같아 꺼져가고 있니?,4
8807,Chain breaker earth shaker rain maker,3
8506,벌써 몇 해 전 일이란 게 마음이 또 차가워져서,3
10107,다시 돌아오지는마,4
11192,"""내가 요즘 너무 아무렇지 않은 게""",5
3655,날 부르면 어디라도 널 찾아갈 테니까,1
10505,너의 하루와 나의 하루의 시간이 같지 않더라,4
666,내가 뱉은 마지막 말들에 상처받진 않았을까 하고 싶었던 말이 아직 너무 많이 남았지만,0
7813,그래도 내맘이더 앞서 말해보려 했어 말문이더 막히는데,3
9191,"""I found Love",4
2314,따뜻한 봄을 기다리고 싶어,1
2939,"""Don't walk away""",1
10813,이제 다시는 너를 볼 수 없잖아,4
1356,너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
11724,두 눈을 감으면 눈물이 흐르고,5
7719,Gotta go hard (Gotta go hard),3
2771,지금은 날 밀어내지는 마,1
11169,이젠 어떡해야 해,5
2298,Friends are loyal,1
9535,오늘따라 신발은 왜 이리 큰 건지 끈을 조여 봐도 계속 헐렁거려 너와 나의 거리처럼 너무 멀게만 느껴져,4
2884,"""Now we too late Yeah LL Cool drip""",1
764,니가 너무 그립다,0
215,저 나무 위에 핀 작은 한 송이 누가 이곳에 다녀간 걸까,0
2885,"""Don't walk away""",1
3734,떠들 준비들 되셨나,1
1789,다신 내가 걷지 못할 길이겠지만 잊지 못할 풍경들이었어,0
12392,"""It's so aching""",5
11557,우리 마지막 그 순간이 자꾸 떠올라,5
307,I got my cards folded waiting for you babe,0
12650,도망치듯 돌아서던 너의 모습에 한동안 아무 말 없이 서있었어,5
2862,생각할 틈 안 줘 네게 Jump into love Woah oh oh oh,1
5295,Headlights on me,2
9396,Play the way you feel it,4
6990,내가 나를 알 수 없어서 이 모든 게 다 두려워 하지만,3
1086,"""Too late to turn around""",0
5307,Getting so tired of all this waiting,2
9314,잘 들어 봐 이것 봐 멋진 환상 속에 날 가두고,4
3490,bu-bun up the dance,1
10112,혹시 저 별도 나를 보고 있을까,4
7388,우리는 남보다도 못한 사이가 되기 위해서,3
8836,외로운 시간이 찾아오면 나는 울적해져,4
7673,계속 난 멈춰 있어,3
7098,올 것 같던 좋던 일은 오지 않고,3
12239,약속했던 미래는 멈췄고,5
724,이별 앞에서 내가 조금 더 애썼다면 지금의 우린 어땠을까,0
6224,지금도 설레이니까,2
3376,날씨가 좋다고 공원이라도 좀 걷자 할까,1
3159,너에게 사랑은 있었어,1
3264,"""Like my name's Sonic""",1
990,네가 떠올라 문득 문득 문득 문득 네가 생각나,0
8552,올 것 같던 좋던 일은 오지 않고,3
2304,"now a nigga never take two""",1
7412,당신의 쉴 자리를 뺏고,3
10435,너 없이 혼자인 시간 그 모든 게 아직 어색한데,4
8232,"""Cut 'em all off like""",3
8910,"""멀어지지 마 oh please don't fade away""",4
11398,약속했던 미래는 멈췄고,5
8274,"""It's always you against your""",3
549,We were living together,0
7046,지루해 널 기다리는건 시계초침 소리만 들려와,3
8271,그 순간을 놓친 죄로 또 길을 잃고 세월에 휩쓸려 헤매 다니는 어리석은 내가 있지,3
1809,제발 내 곁에서 떠나가지 말아요,0
9727,이게 뭐야뭐야 내게내게 왜 이래,4
6751,to make you trust all my words and get betrayed,3
6279,맨날 맨날 흥얼흥얼,2
8699,화요일도 성급해 보이지 안 그래,3
10053,지금은 후회를 하고 있지만.,4
1936,지나간다 여겼던 그때는 지나가지 않았음을,0
520,기다릴게 나 달려와줘 너 달려갈게 나 기다려줘 너,0
2636,넌 내 옆에 있으면 돼,1
11408,가슴이 답답한 밤에 나 대신 울어줄 그를 잊게 해줄 노래,5
1057,I got my cards folded waiting for you babe,0
7218,매일매일 자라는 사랑을 그녀에게 주는데도 받질 않으니,3
12447,이젠 어떡해야 해,5
11034,But I’ll let you go some other night,4
1173,주문에 걸린 것처럼,0
12975,나는 너의 우울을,5
7766,"""I ain't even got no downtime""",3
13002,"""Not sure there\'s anything more painful""",5
1958,"""Never let no one before you""",0
2531,Still might find me in a mosh pit,1
81,Without it 그토록 원해왔던 건,0
9138,겉으론 내 편인데 못해 이해,4
2734,Bun up the dance,1
925,아직 기억을 하네요,0
12229,"""Oh look at me now I feel alive only When I get hurt""",5
1892,Go back go back,0
4769,Now you spend your time in my black Corvette,2
10918,다시 돌아오지는마,4
6644,"""Lookin' higher than them airplane views Y'all getting fucked in your deals And they share that lube""",3
24,Never leave Have to stay,0
425,짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
7582,"""I can't wait longer""",3
2919,"""'Cause you took away my breath""",1
6177,그때쯤에 우리 다시 만나요,2
12275,"""now I'll cry through the lonely night and days""",5
13083,여린 가슴가슴이 무너져 내리는걸 모르고,5
7206,모든 게 돈 세상 원 안에 갇힌 너,3
12293,조금 아플 것도 차차 나을 것도 느리지만 잊을 것도,5
3158,(My love my love),1
5279,You make me dream make me dream make me girl,2
10238,"""Day by day I'm just a little lonely""",4
5163,정신 없이 커지는 하늘의 불꽃처럼 피어라,2
10062,Get faded all night long,4
5255,난 오늘밤만이라도,2
10794,2 and 3 and 4 and Go,4
3938,함께 고른 찻잔까지도,1
13230,이렇게 나 꼭 할말이 있다고 아프게 한건 알지만,5
10151,Told myself I let you go,4
5701,We back get away 이제 막 터질거야 everywhere,2
10252,"""To my surprise there\'s no one to blame""",4
10149,너무 늦은 밤이야,4
11285,세수하다 모르게 자꾸 니 생각에 눈물이 나,5
5507,Getting so tired of all this waiting,2
9205,2 and 3 and 4 and Go,4
6086,"""우리 사인 더 이상 없어 다음은 숨이 차 턱 밑까지 like I'm divin'""",2
650,짙어져 가 내게 다가왔던 너의 모든 순간들 모두,0
3825,둘만의 비밀거리,1
2713,니 옆에서 니 손을 꼭 잡고,1
8191,귀를 막아도 빗소린 그치지 않죠,3
6882,"""Nobody will evade him Finna kill \'em and dump All the fuckin\' bodies in the lake""",3
2398,난 너란 걸 그냥 한눈에 알아보았어,1
8055,그런 날 왜 너는 못 이해해,3
218,I wanna wanna turn back the time we had,0
11041,참을 수밖에 잊지 못해,5
10232,그렇게 믿어야 나만 혼자 외딴 동산에 살아가는 거야,4
13012,더러워진 나의 하루 다 지나가지,5
8739,If he wanted to he would,3
4258,내 하루의 시작과 끝이었던 사람 그게 너라서 행복했었어,1
1785,제가 당신이 될 수 있을까요,0
10074,32. Forever invisible,4
1429,"""He ducked shots now it \'s ""Bas we got a phoner""""",0
1454,Take me back back back back,0
1009,"""Let\'s sit in my car 오늘은 떠나자""",0
12003,"""'Cause days turn into nights like these""",5
4866,너와 나의 새벽은 시작일까 끝일까 어느새 우린 이미 새벽 공기에 깊이 스며들어 버린 듯해 boy,2
8324,to make you trust all my words and get betrayed,3
2201,You are under me and mine,0
9005,내가 할 수 있는 건 그대 이 순간에도 날 보고 있다고 믿는 것,4
1813,U HOO HOO HOO U HOO HOO HOO 하루만 더 하루만 시간을 더 준다면,0
3787,Bun up the dance,1
3498,"""I'll do anything that you want""",1
1245,Save yourself,0
8142,왜 이제야 나왔어,3
3061,걸었던 어느 날 그대 손잡던 날,1
3040,평범한 내가 특별해질 때,1
6440,And I get high to drown it out,2
13100,"""'Cause days turn into nights like these""",5
6187,하지만 서로를 알아갈 일이 너무나도 기다려져요,2
5275,뛰어갈텐데 훨훨 날아갈텐데,2
11360,어두운 바다를 떠돌아 다니는 부서진 조각배 위에 누윈 내 작은 몸,5
1216,Oh- Oh- Meet me in another life Meet me in another life,0
7772,널 갖기엔 못생겼어,3
8352,있으려고 그저 가만있기 싫어,3
9273,Bored in the house 너 없는 여기는 답답해,4
6303,(어?!) 살리go 달리go,2
5592,You drive me crazy Enough to break the rule,2
280,잊어야 할 일은 잊고서,0
2200,괜찮아질거야,0
5128,Every second 다 멈췄으면 싶어,2
12662,"makin\' my friends the enemy""",5
2389,내가 어른이 되면 너의 외로움을 꼭 안아줄 거야,1
8706,I convince mami to creep on the DL,3
7647,"""I don\'t know why 나는 너와 싸우기 싫어 조금 있다 전화해""",3
6908,깨버리기 싫어,3
10714,그대 느낄 수 없나요,4
9110,괜히 우리 멀어질까 나는 아무것도 못해 (나는 아무것도 못해),4
10077,그저 짓밟혀가네 짓밟혀져가네,4
5470,Dance floor dance,2
12578,이미 모든게 너로 가득찬 난 너를 지우면 아무것도 아닌 나잖아,5
1320,그때로 돌아간다면 우린 그대롤까,0
8403,"""We are children of the streets""",3
6439,She wants me,2
1650,내 맘처럼 비었는지 떨어지는 빗방울 소리도 톡 사라지기만 해,0
6618,I sit in my car and look through your window,2
12251,인생은 결국 아픔,5
10649,더 이상 널 가둘 수는 없어,4
11233,"""I\'m a mess right now""",5
767,옛날 생각나요 우리가 처음 만났었던 그곳의 맛이 없었던 팥빙수,0
12351,아무런 일도 없던 것처럼 감은 눈을 뜨면 너무 아픈 마음도 담대히 버텨낼 수 있기를,5
6914,"""I don\'t want to hurt \'em But I did \'em in a fit of rage""",3
5454,우연히 내게 오나봐,2
6431,LALALALILALA 주문을 외울 테니 Oh 넌 내 꿈만 꿔,2
1578,홀로 사랑의 발자취를 따라가며 애쓰다,0
4089,"""Thought I told you I don't want none of that""",1
2394,Oh Oh Oh Oh Oh Oh Oh 너랑 듣고 싶어,1
9992,연락하고 싶은 이 밤,4
10948,Get faded all night long,4
4037,너에게 사랑은 있었어,1
11516,"""I\'m sorry to myself""",5
3747,모든걸 버려서라도 너의 모든걸 지키고 싶은 가을,1
6863,Who destroyed your life?,3
614,야야 조금 늦게 너를 보낼래,0
10513,우두커니 홀로 선 가로등,4
11597,변할 수밖에 없다는 게 아쉽겠지만,5
9974,사실 좀 허전해,4
8369,소리 지르는 것 또 내려진 결론 뒤에 남아,3
4427,나도 봄이라 그래 자꾸 설레는 봄인가 봐,2
10787,걸어도 걸어도 못가는 내가 부르고 불러도 못듣는 너무 먼곳에 있어서,4
11248,Covered in the colours of you,5
1381,아직 더 가야하는 내게 너 기대할 수도 없겠지,0
13181,너를 잃고 나는 모든 걸 잃었다,5
8926,밀어내 봐도 난 너를 못 이겨,4
2702,One thing I miss at the center of my heart,1
8545,"""이 밤은 너무 위험해""",3
11424,"""Hey isnt this easy?""",5
12852,"""now I'll cry through the lonely night and days""",5
843,지금도 널 위해 나는 살아가고 있으니 힘들지만 기다릴게,0
13167,눈물이 뚝 떨어진다 툭 떨어진다,5
7564,소리 지르는 것 또 내려진 결론 뒤에 남아,3
12491,수 많은 밤을 새우며 눈물 흘리고 있어,5
6741,fuck it,3
1423,너의 맘속에 매일 찾아가,0
6797,아주 나를 말려 죽이세요,3
13197,Because I know I can’t stay here,5
467,무엇이 모자라서 날 떠나가나요,0
9462,늘 혼자서 생각 하고 혼자 상처받는 겁쟁이야,4
10593,오랜만에 비춰본 거울 속 내 모습 외로워 보여,4
1190,지난날과 아득하게 멀어질 수 있다면 넌 어디로 갈래,0
7111,"""When you're down",3
7820,오해 하고 지치고 이해 하려 애쓰다,3
533,바람속을 가르는 내 슬픈 사랑이 제발 니 곁에 영원히 잠들수 있게 oh 내게로 와 이세상 마지막 날까지 혼자 또 헤매다 쓰러져 가는 날 위해,0
6984,Beep Stop it 거리 유지해,3
277,그리워하다가,0
13199,"""Did I hurt you so bad?""",5
12183,"""It's breaking me",5
9031,다시 돌아오면 안 될까,4
4583,이게 꿈이라서 손 잡을 수가 있다면 얼마나 좋을까,2
168,"""Mother sister father brother""",0
6362,이리 쿵쿵쿵 부딪혀 물 흐르듯 다가와,2
3741,"""Don't walk away""",1
3436,따뜻한 봄을 기다리고 싶어,1
8903,각자의 밤이 찾아오면 이 도시에 모인 우린 모두 외로운걸까,4
4155,난 너 하나만 생각해 이렇게 난 자꾸만 입 맞추고 말해!,1
92,이제 다시 찾지 않아 술에 취해 전화하지 않아,0
1886,To another life (Another life Another life),0
979,가끔 생각날 테니 그렇게 내게 전부였던 그대를,0
141,매일 상상하고 있는데 난 여전히 그때 행복했던 우리는 Cause we loved,0
10474,맘 먹고 밖에 나가도 막상 뭐 별 거 있나 손 잡고 걸을 사람 하나 없는 내게,4
2616,선을 넘은 건 너니까 내 안에 너를,1
9256,Told myself I let you go,4
10418,"""So I can't love you""",4
6943,"""I'm so mad mad""",3
6559,푸른 불빛 아른거리고 높이 도네 돌아갈 수 없을 만큼만 잠겨가네,2
5018,네가 먼저 더 다가와 줘 Woo,2
5168,"""But I couldn't resist those nights out""",2
5966,"""I\'m falling again""",2
8130,Bamboo sticks all in the jeep,3
10834,내 곁에 없어도,4
1177,"""I see you there when you're not around""",0
7890,"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
12961,나 혼자 이별한 것도 아닌데 왜 이럴까,5
5111,온종일 따분한 하루지만 뭔가 달라질 것만 같아,2
2043,"""Saying you\'d wait for me to stay""",0
5570,두밧두 와리와리 두밧두 와리와리 He e ey,2
829,괜찮아질거야,0
11889,돌아온다고 나에게 돌아오고 있다고,5
1182,다시 뒤돌아보지 말자 길을 잃어버려서 우릴 갈라놓아도,0
2242,모두 너로 보여,1
9603,정답 없는 문제는 이 밤에 날 찾아와 쏟아지는 외로움에 마음이 다 젖었는데 말릴 수조차 없네,4
3031,"""Oh we got all we'll ever need I think our grass is pretty green""",1
9830,각자의 밤이 찾아오면 이 도시에 모인 우린 모두 외로운걸까,4
8931,맘 먹고 밖에 나가도 막상 뭐 별 거 있나 손 잡고 걸을 사람 하나 없는 내게,4
6023,내 숨이 숨이 숨이 숨이 (학 학),2
3969,서로 묶여 있는 듯이 이젠 멈출 수가 없지 yeah,1
2021,더 멀어지기 전에 내 베개 위로,0
8454,생각이 너무 많아 밤에는 못 자고 있지,3
706,Are in my heart for forever,0
9317,난 그냥 나가는게 좋겠네,4
7342,나에게만 나에게만 들리는 소음이 멈추질 않네,3
4758,봤는데 내 맘이 떨려와,2
4050,Something to keep me sure,1
2638,"""But we can\'t go wrong if we just hold on aint nothing stronger""",1
12018,no mistakes,5
10667,이제 다시는 너를 볼 수 없잖아,4
12624,아 아아 아아 아아아아,5
12789,두 눈을 감으면 눈물이 흐르고,5
12462,이젠 어떡해야 해,5
2559,그대에게 받은 게 많아서 표현을 다 할 수가 없어요,1
13041,우린 여기서 끝인 걸 알아,5
2821,난 사랑하고 싶어,1
2959,그렇게 나를 바라봐주면 난 충분해 그걸로 충분해,1
11921,"""I hope you don't come back""",5
9997,"""Is there somebody else (I fucking hate this place) and romance?""",4
10029,혼자 손 따는 것도 어려워요,4
6978,I I I gotta blow it up,3
4507,좋아 온종일 너만 생각하면 콧노래가 흘러나와,2
2530,my love my destiny,1
2020,흘려가는 세월을 찾을 수만 있다면 얼마나 좋을까 좋을까,0
483,널 그리워하다 많은 생각에 잠 못 드는 이 밤,0
9214,하루 종일 너 없는 연락 속에 실없는 웃음 짓기 힘들어,4
4004,돌이켜 보면 많은 사랑을 했죠,1
10868,우리 밤들이 유리병 속에 힘을 잃어가는 반딧불이 같아 잊어가고 있니?,4
2491,"""Do you wanna? Do-do you wanna feel primadonna like me tonight?""",1
842,"""더 아쉬워도 Goodbye""",0
4326,Protect my life for my kids,1
12161,"""Oh look at me now I feel alive only When I get hurt""",5
1359,목소리 듣고 싶을 때 대답해 줘요,0
5628,나의 침대맡엔 베개 두 개 하루 종일 연습을 해 Yeah 거울을 보며 용기를 내,2
6656,"""Cut 'em all off like""",3
1026,술 마시는 날이면 더 보고 싶고,0
7676,지루해 널 기다리는건 시계초침 소리만 들려와,3
10957,2 and 3 and 4 and Go,4
7244,"""Please don\'t piss me off""",3
2902,She got my everything,1
9925,고개를 돌리면 텅 비었죠,4
2448,"""Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' 하루가 멀다 하고 Rolling in the deep""",1
12329,안녕이란 말이 참 우습지,5
9342,여기 날 홀로 두고 여보 왜 한마디 말이 없소,4
6615,"""I jump in the pool while wearin' shoes""",2
12037,벌써 겨울이고 모레면 방을 비워야 했어,5
8314,Beep Stop it 거리 유지해,3
3378,또 말해줄래,1
10508,날 바라보지마,4
722,지친 마음 속의 너를 꺼내어 오늘을 즐겨,0
5191,"""I\'m falling again""",2
5016,저 멀리서 니 향기가 설레는 코끝에,2
11840,"makin\' my friends the enemy""",5
3646,"""I stack chips you barely Got a half eaten Cheeto""",1
4314,나의 품 안에 너를 안고서,1
2497,"""Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' Rollin' 하루가 멀다 하고 Rolling in the deep""",1
4664,Racing to sixty,2
8447,나쁜 놈들 전부다 혼내줄 거야,3
11067,인생은 결국 아픔,5
6749,"and I'm physically ill""",3
2222,그의 사이로 네가 들어와 줬음 싶어,1
6620,더 높이 날아가 널 잡을 수 없도록,2
8456,"""But the lesson plan he can't recall""",3
11046,"""Did I hurt you so bad?""",5
411,can i b u?,0
1480,날 이제 놔줘,0
10686,But now I know a perfect way to let you go,4
6699,흐트러진 중력에 힘을 빼앗긴 채,3
806,문득 생각을 했어,0
9691,도망가듯 귀를 막아 버렸나 봐,4
4543,Racing to sixty,2
12655,세수하다 모르게 자꾸 니 생각에 눈물이 나,5
10657,비가 오는 밤에도 외로웠던 낮에도,4
9532,정답 없는 문제는 이 밤에 날 찾아와 쏟아지는 외로움에 마음이 다 젖었는데 말릴 수조차 없네,4
8615,"""Dangerous thoughts but I was bright""",3
5263,And I get high to drown it out,2
5971,방금 전에 널 본 것처럼,2
8054,Chain breaker earth shaker rain maker,3
6490,E.X.O 난 너를 맛보고 너를 마신다,2
2004,이뤄질 수 없는 짧은 시간속의 우린 여기까지인 가봐,0
2710,선을 넘은 건 너니까 내 안에 너를,1
11108,Sometimes it hurts like growing pain,5
8849,나에게만 나에게만 풍기는 냄새는 가시질 않네,4
4099,I wanna I wanna do this every night yeah,1
7554,같은 말 하게 하지 마,3
12416,잡지 않았어 널 그때는 몰랐어 이렇게 아플줄은 이제야 알았어,5
1040,다시 뒤돌아보지 말자 길을 잃어버려서 우릴 갈라놓아도,0
6435,누가 좀 말려 눈빛에 찌릿찌릿 감전돼버려,2
9577,혹시 저 별도 나를 보고 있을까,4
2622,"""Now that you're here I don't have to wait around""",1
6401,E.X.O 난 너를 맛보고 너를 마신다,2
10422,걸어도 걸어도 못가는 내가 부르고 불러도 못듣는 너무 먼곳에 있어서,4
2346,다시 피어나길 바라죠,1
5828,깊은 잠을 깨워 구름 위를 걸어가는 기분,2
7235,"""Dangerous thoughts but I was bright""",3
11582,많이 아프겠지만 이제 정말 헤어지려 해,5
3121,"""난 내 눈에 너만 보이는 건 아니니까""",1
12727,초침이 멈춘 것 같아,5
8905,저 별도 나를 보고 있을까,4
91,"""난 널 앞에 두고 I can't wait""",0
4975,밤새 설레 잠 못 드는 게,2
10073,힘들다고만 하던 내게로 부터,4
170,이 노랜 떠야 돼 널 위해 듣고 있어,0
8641,몇번을 말하려 했는데 (자꾸 입이) 떨어지지가 않아,3
12464,어째서 소중한 거라면 어째서 날 두고 사라져,5
12123,시작부터 지옥 마치 단테의 신곡,5
5221,Target에 조준 Ta da da da Bang Bang Wuh,2
1944,바다로 떠난 네 비행기는 어디쯤일까,0
8389,"""I don\'t want you thinking I\'m a cop out""",3
12815,심각해 좀 심각해 나 Oh my god 꿈이었음 좋겠어,5
926,And give my heart a holiday,0
4762,"""I\'m falling again""",2
5860,Two more shots got that pussy wide open,2
297,제발 내 맘 좀 알아줘,0
10675,Thought we were Holy,4
1857,그게 뭐라고 또 생각나,0
265,늦어버린 거겠지,0
6124,맘에 훅! 하고 들어왔어,2
5033,"""Bass kick swingin' like I'm Bruce Lee""",2
435,내 맘처럼 비었는지 떨어지는 빗방울 소리도 톡 사라지기만 해,0
4146,매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게,1
7214,Making money off girls like me,3
9665,Be be baby 못 봐,4
8536,If he wanted to he would,3
10452,봄이 지나갈 때까지 다른 사람 다 사라져라,4
5386,저 멀리서 니 향기가 설레는 코끝에,2
4500,있잖아요,2
10781,기댈 곳이 없어,4
4235,오 사랑은 동화처럼 아름다울 순 없는가요,1
10988,아직 그대로 남은 나만 내게 또 매달려도 이젠 의미없어,4
3179,"""No matter where you are I\'m there""",1
11306,벌써 겨울이고 모레면 방을 비워야 했어,5
12778,The last thing I see before I see the light,5
12365,벌써 코끝 시린 계절이 왔죠,5
13193,너의 무용담 들을 수 없게,5
12236,최고의 드라마,5
3300,돌리며 할 얘기가 넘치는 척 여유 부리는 척,1
4707,Ya took off hook,2
4751,꼬일 대로 꼬인 마음이에요,2
2653,Protect my life for my kids,1
11990,네가 떠난 뒤 매일 되감던 기억의 조각들 결국 완전히 맞춰지지 못할,5
6420,두근거리는 맘 니가 알까 들킬까봐,2
6099,"""I fell fast when I know I should've run""",2
10216,얼마나 소중한 줄 모르고 쓸쓸히 바래진 너와 나의 계절,4
11720,I tried to love you,5
1872,나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
11905,니네도 떨어져라 몽땅,5
6920,Gotta go hard (Gotta go hard),3
6951,"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
10272,내가 외로울게요 그대 모든 짐을 나에게,4
7137,또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
10931,"""My rainy days fade away when ya""",4
2759,너와 함께 하고 싶은 일들을 상상하는 게 요즘 내 일상이 되고,1
3989,지금은 날 밀어내지는 마,1
2524,Always be with you,1
7823,"""But I don't know how to""",3
6893,넌 말 안 해도 다 알어 내가 원하는 답변,3
305,내 추억 속에 남아있어줘요,0
3522,"""First few times that we hung out but we fell in love somehow""",1
8052,아주 나를 말려 죽이세요,3
6792,"""Can't keep a conversation""",3
4547,근데도 자꾸만 욕심이 나,2
3501,내 두눈에 너만 고여,1
1486,니가 너무 그립다,0
8098,그런 날 왜 너는 못 이해해,3
1462,지친 마음 속의 너를 꺼내어 오늘을 즐겨,0
4747,You ain’t seen nothing like this,2
10560,"""Now I'm waiting by a cold window""",4
6600,"""But I couldn't resist those nights out""",2
8650,"""Being an artist that\'s the best excuse for being crazy""",3
2291,잘살고 있다 너처럼,1
6096,점점 쌓여가는 이 마음 어떡해,2
803,And give my heart a holiday,0
7228,"""Girl don't tryna play with me""",3
2080,"""Baby mama I've been missing u lately""",0
8024,"""Girl don't tryna play with me""",3
12900,Covered in the colours of you,5
7090,그 사람 때문이라 해도,3
5397,그대가 깰까 가슴 졸인 심장소리만 쿵쿵,2
273,But now you need me so badly,0
5869,정신차려 보니 네 앞에 와서,2
10610,사람들에게서 나의 소식도 듣나요,4
3012,One thing I miss at the center of my heart,1
8063,"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
9773,새야 조그만 새야 너는 왜 날지 않아,4
13117,추억을 지우는 게 내 이별의 숙제,5
10617,가만히 널 보내주는 일,4
11428,너를 지킬 수 없고 더 사랑도 없는 내 가슴 아픈 이야기,5
11845,"""You\'re not the only one who\'s hurting""",5
10138,당신은 도대체가 누구 시길레,4
11020,Be be baby 못 봐,4
10016,다시 돌아오면 안 될까,4
12368,"""내가 요즘 너무 아무렇지 않은 게""",5
2296,눈 꼭 감은 채로 이대로 여기서 몸을 누이고 싶어,1
3056,난 별이 빛나는 밤에 밤에 밤에,1
12594,나는 매일 부끄럽다네,5
10167,여기 날 홀로 두고 여보 왜 한마디 말이 없소,4
9593,Oh no 너는 어떻게 지내는지,4
7806,"""Don't know what happened Pop pills do what you feel""",3
10594,깊은 발자국 아래 홀로 피어나,4
10581,내 곁에 없어도,4
12066,"""When the cameras come out",5
11667,가끔은 미치도록 아프고 싶어요,5
7416,아주 나를 말려 죽이세요,3
1316,Save yourself,0
12719,나는 너의 우울을,5
9303,새야 조그만 새야 너는 왜 날지 않아,4
4103,Stay my shiny dreams 내 친한 벗 날 찾아오겠지,1
13180,무너져가는 꿈들,5
8796,I must be mistaken,3
8988,너의 목소리도 너의 눈동자도 애틋하던 너의 체온마저도 기억해내면 할수록 멀어져 가는데,4
582,숨을 참는다,0
787,But I still wear a letter R charm on my bracelet,0
